SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,TX_AMOUNT,IS_FRAUD
3074,4375,20.63,False
3074,3333,20.63,False
3074,7822,20.63,False
3074,5797,20.63,False
3074,7877,20.63,False
3074,1738,20.63,False
3374,9389,75.06,False
4078,7044,19.46,False
4078,2667,19.46,False
4078,9761,19.46,False
4078,9190,19.46,False
4078,9314,19.46,False
4078,7080,19.46,False
4078,4521,19.46,False
4078,9538,19.46,False
592,9970,541.26,False
7775,9531,122.33,False
7775,8860,122.33,False
7775,6596,122.33,False
7775,3880,122.33,False
7775,9437,122.33,False
7775,8763,122.33,False
7775,9731,122.33,False
7775,5576,122.33,False
7775,797,122.33,False
7775,6678,122.33,False
7775,9958,122.33,False
7775,8308,122.33,False
7775,902,122.33,False
3585,4471,569.78,False
4408,5320,466.2,False
1598,9147,404.77,False
7475,6928,542.28,False
6546,9213,406.42,False
2526,5382,574.94,False
2174,4031,27.46,False
2174,5011,27.46,False
2174,9789,27.46,False
2174,9963,27.46,False
2174,8170,27.46,False
2174,8828,27.46,False
658,8099,106.65,False
658,9970,106.65,False
658,8864,106.65,False
658,9998,106.65,False
658,6588,106.65,False
1898,7274,396.76,False
7285,9993,38.87,False
461,212,488.92,False
3489,9961,436.8,False
4448,9993,437.7,False
2747,9997,137.66,False
2747,8208,137.66,False
2747,7865,137.66,False
2747,7092,137.66,False
2747,7968,137.66,False
2747,6371,137.66,False
2747,8294,137.66,False
5433,4639,532.9,False
6693,6362,132.36,False
6693,9156,132.36,False
6693,872,132.36,False
6693,7597,132.36,False
6693,8117,132.36,False
6693,2873,132.36,False
6693,8986,132.36,False
6693,4970,132.36,False
6693,9995,132.36,False
6693,9901,132.36,False
6693,9948,132.36,False
9566,8432,556.5,False
9003,6274,5.35,False
9003,907,5.35,False
9003,9651,5.35,False
9003,8523,5.35,False
9003,3670,5.35,False
9003,8458,5.35,False
9003,8543,5.35,False
9003,9874,5.35,False
9003,7699,5.35,False
9003,7864,5.35,False
9003,9820,5.35,False
9003,9273,5.35,False
9003,2743,5.35,False
9003,5819,5.35,False
9003,2993,5.35,False
9003,9968,5.35,False
9003,6744,5.35,False
9003,4279,5.35,False
9003,3753,5.35,False
9003,7935,5.35,False
4202,3406,0.0,False
3554,6496,448.23,False
6577,8474,494.64,False
9560,9520,449.0,False
439,8332,555.28,False
5912,8344,303.01,False
4535,543,504.97,False
6400,6373,574.69,False
8890,8343,365.73,False
5495,9278,598.08,False
1680,9563,154.05,False
1680,9811,154.05,False
1680,9925,154.05,False
1680,2593,154.05,False
1680,6845,154.05,False
1680,8519,154.05,False
1516,4383,596.01,False
6972,2427,373.64,False
5162,9586,10.59,False
5162,7939,10.59,False
5162,7156,10.59,False
5162,1224,10.59,False
5162,4474,10.59,False
5162,9822,10.59,False
5162,7336,10.59,False
5162,9417,10.59,False
5162,2938,10.59,False
5162,2308,10.59,False
5572,9777,532.9,False
5675,2746,194.61,False
5675,9576,194.61,False
5675,9991,194.61,False
5675,7136,194.61,False
5675,3620,194.61,False
5675,9126,194.61,False
5675,2211,194.61,False
5675,9039,194.61,False
5675,6095,194.61,False
4049,2666,23.84,False
4049,8456,23.84,False
4049,9969,23.84,False
4049,8218,23.84,False
4049,7161,23.84,False
4049,9959,23.84,False
4049,2506,23.84,False
4049,3923,23.84,False
8488,9894,522.57,False
9748,9047,175.97,False
9748,8674,175.97,False
9748,9023,175.97,False
9748,9882,175.97,False
9748,8551,175.97,False
9748,9981,175.97,False
9748,9986,175.97,False
9748,8656,175.97,False
9748,9600,175.97,False
9748,8753,175.97,False
9748,7148,175.97,False
9748,3581,175.97,False
9748,8593,175.97,False
9748,2201,175.97,False
9748,5236,175.97,False
9748,4940,175.97,False
9748,9977,175.97,False
9748,4128,175.97,False
9748,9813,175.97,False
9748,5779,175.97,False
9748,4746,175.97,False
9748,9838,175.97,False
9748,8660,175.97,False
9748,8440,175.97,False
9748,8243,175.97,False
9748,9877,175.97,False
9748,9038,175.97,False
9748,9973,175.97,False
9748,9335,175.97,False
9748,9534,175.97,False
9748,3493,175.97,False
9748,4181,175.97,False
9748,9627,175.97,False
9748,8616,175.97,False
9748,9626,175.97,False
9748,6913,175.97,False
9748,7627,175.97,False
9748,3668,175.97,False
9748,2418,175.97,False
9748,2417,175.97,False
6557,8399,473.98,False
3476,4361,534.09,False
9027,8420,7.46,False
9027,9960,7.46,False
9027,7032,7.46,False
9027,5263,7.46,False
9027,9574,7.46,False
9027,9700,7.46,False
9027,9712,7.46,False
9027,5222,7.46,False
9027,9534,7.46,False
9027,7258,7.46,False
9027,6093,7.46,False
9027,9470,7.46,False
9027,9372,7.46,False
9027,3302,7.46,False
9027,2387,7.46,False
9027,6678,7.46,False
9027,9823,7.46,False
9027,8614,7.46,False
9027,4700,7.46,False
9027,1903,7.46,False
9027,7839,7.46,False
1520,7442,535.13,False
500,8204,405.88,False
4472,4508,538.27,False
3453,9463,563.65,False
4465,9488,426.27,False
8553,4480,465.3,False
1578,9884,532.01,False
1572,2523,454.57,False
4428,8453,586.41,False
2403,1657,520.57,False
5493,2830,516.82,False
5659,9663,121.48,False
5659,5053,121.48,False
5659,2204,121.48,False
5659,3860,121.48,False
5659,9974,121.48,False
5659,7613,121.48,False
5659,6208,121.48,False
5659,1736,121.48,False
5659,98,121.48,False
8565,6351,590.58,False
2629,9663,124.58,False
2629,1995,124.58,False
2629,9981,124.58,False
2629,9953,124.58,False
2629,9854,124.58,False
2629,7324,124.58,False
2629,9637,124.58,False
2431,8993,584.28,False
3488,7688,491.54,False
2564,6718,499.48,False
7101,4618,10.57,False
7101,9488,10.57,False
7101,6685,10.57,False
7101,3357,10.57,False
7101,3422,10.57,False
7101,3795,10.57,False
7101,822,10.57,False
7101,713,10.57,False
7101,9757,10.57,False
7101,7416,10.57,False
7101,9891,10.57,False
7101,9396,10.57,False
4543,4112,522.46,False
7481,3303,596.61,False
8522,6088,577.21,False
9976,9741,367.32,False
9976,909,367.32,False
9976,7840,367.32,False
9976,9502,367.32,False
9976,6233,367.32,False
9976,8136,367.32,False
9976,7841,367.32,False
9851,9587,291.01,False
9851,9820,291.01,False
1491,7829,555.71,False
4179,9443,15.77,False
4179,5838,15.77,False
4179,7087,15.77,False
4179,9984,15.77,False
4179,7743,15.77,False
4179,8866,15.77,False
4179,8514,15.77,False
4179,2161,15.77,False
5598,9641,463.22,False
8952,9124,204.91,False
476,2081,577.75,False
1408,7231,584.15,False
3465,3936,418.17,False
7468,4837,438.02,False
2496,880,553.38,False
8441,7013,525.39,False
1583,8596,582.21,False
5788,9575,180.36,False
5788,9982,180.36,False
5788,9254,180.36,False
5788,7540,180.36,False
5788,4100,180.36,False
5788,1332,180.36,False
5788,9016,180.36,False
5788,9501,180.36,False
5788,6699,180.36,False
5788,9818,180.36,False
5580,9892,551.05,False
3692,7286,114.33,False
3692,6089,114.33,False
3692,9981,114.33,False
3692,5322,114.33,False
3692,9347,114.33,False
3692,7951,114.33,False
3692,9803,114.33,False
3692,7559,114.33,False
7938,6440,280.73,False
6476,3547,448.07,False
7496,3814,593.64,False
6506,7066,415.79,False
1795,9872,161.16,False
1795,2347,161.16,False
1795,9975,161.16,False
1795,5057,161.16,False
1795,4574,161.16,False
1795,8040,161.16,False
8543,9003,404.29,False
7433,9650,517.15,False
2637,3427,170.46,False
2637,4132,170.46,False
2637,9017,170.46,False
2637,6778,170.46,False
2637,8806,170.46,False
2637,7957,170.46,False
2637,9629,170.46,False
6652,9696,102.12,False
6652,9684,102.12,False
6652,4561,102.12,False
6652,3039,102.12,False
6652,9698,102.12,False
6652,4035,102.12,False
6652,9830,102.12,False
6652,8626,102.12,False
6652,5006,102.12,False
6652,7061,102.12,False
6652,6639,102.12,False
6505,9883,559.17,False
3495,6142,460.95,False
429,9982,409.41,False
5438,9870,450.0,False
238,5697,0.0,False
462,8630,551.32,False
1575,1686,531.77,False
2571,4381,421.85,False
5477,3207,534.8,False
5573,8222,455.29,False
2575,6297,584.08,False
1631,6595,196.11,False
1631,1324,196.11,False
1631,7499,196.11,False
1631,2663,196.11,False
1631,7016,196.11,False
1631,7557,196.11,False
7357,5550,0.0,False
9555,9762,407.27,False
3630,4903,114.54,False
3630,9565,114.54,False
3630,8522,114.54,False
3630,2673,114.54,False
3630,2120,114.54,False
3630,4843,114.54,False
3630,7815,114.54,False
3630,2659,114.54,False
449,7461,557.71,False
1133,9696,25.18,False
1133,8432,25.18,False
1133,9479,25.18,False
1133,6327,25.18,False
1133,3897,25.18,False
6730,9972,197.6,False
6730,9954,197.6,False
6730,5301,197.6,False
6730,920,197.6,False
6730,2431,197.6,False
6730,9814,197.6,False
6730,9889,197.6,False
6730,4259,197.6,False
6730,9834,197.6,False
6730,8624,197.6,False
6730,1949,197.6,False
6730,7490,197.6,False
945,8396,262.14,False
4470,9246,408.42,False
3055,9653,23.58,False
3055,8523,23.58,False
3055,6047,23.58,False
3055,3792,23.58,False
3055,9995,23.58,False
3055,5785,23.58,False
3055,7648,23.58,False
3055,9085,23.58,False
3404,9652,482.33,False
3485,8375,526.04,False
588,1784,553.72,False
4466,9752,438.57,False
2909,9265,265.88,False
4532,6077,494.55,False
5588,7000,499.11,False
8749,6472,113.79,False
8749,8981,113.79,False
8749,9883,113.79,False
8749,9397,113.79,False
8749,9034,113.79,False
8749,8265,113.79,False
8749,4100,113.79,False
8749,3794,113.79,False
8749,4290,113.79,False
8749,9033,113.79,False
8749,1700,113.79,False
8749,3236,113.79,False
8749,9716,113.79,False
8749,5887,113.79,False
8749,4942,113.79,False
8749,1618,113.79,False
8749,4319,113.79,False
562,3847,440.79,False
5776,2570,10.27,True
6585,809,437.42,False
7003,1932,16.42,False
7003,9221,16.42,False
7003,9954,16.42,False
7003,9800,16.42,False
7003,9998,16.42,False
7003,8516,16.42,False
7003,8615,16.42,False
7003,6524,16.42,False
7003,8844,16.42,False
7003,9494,16.42,False
7003,9660,16.42,False
6491,5519,442.47,False
6553,1888,578.11,False
1496,8201,474.79,False
2732,2305,183.39,False
2732,7420,183.39,False
2732,8687,183.39,False
2732,329,183.39,False
2732,7916,183.39,False
2732,9849,183.39,False
2732,9629,183.39,False
6497,6949,505.07,False
1173,9960,23.86,False
1173,2634,23.86,False
1173,9996,23.86,False
1173,5422,23.86,False
1173,9858,23.86,False
5548,2548,432.83,False
8496,9972,502.47,False
9625,9884,199.88,False
9625,8113,199.88,False
9625,9980,199.88,False
9625,9008,199.88,False
9625,8851,199.88,False
9625,7369,199.88,False
9625,3145,199.88,False
9625,4090,199.88,False
9625,9164,199.88,False
9625,1281,199.88,False
9625,1457,199.88,False
9625,5159,199.88,False
9625,5237,199.88,False
9625,4886,199.88,False
9625,7857,199.88,False
9625,9933,199.88,False
9625,8789,199.88,False
9625,9713,199.88,False
9625,9318,199.88,False
9625,9971,199.88,False
9625,5053,199.88,False
9625,8264,199.88,False
9625,6302,199.88,False
9625,1033,199.88,False
9625,9099,199.88,False
9625,1404,199.88,False
9625,9924,199.88,False
9625,9628,199.88,False
9625,9903,199.88,False
9625,8878,199.88,False
9625,6712,199.88,False
9625,9967,199.88,False
9625,2714,199.88,False
5213,9510,0.0,False
403,9015,436.39,False
3415,1752,431.92,False
567,8067,455.39,False
9462,9663,473.76,False
3303,333,0.0,False
6228,8363,12.4,False
2562,6818,503.07,False
1754,9809,133.16,False
1754,6444,133.16,False
1754,5687,133.16,False
1754,9548,133.16,False
1754,5107,133.16,False
1754,6491,133.16,False
593,9476,494.29,False
1595,3504,449.69,False
4431,2644,491.89,False
6423,9982,465.41,False
4018,6053,19.71,False
4018,9892,19.71,False
4018,8165,19.71,False
4018,9541,19.71,False
4018,9656,19.71,False
4018,7190,19.71,False
4018,2195,19.71,False
4018,7606,19.71,False
7583,9201,411.19,False
9546,9168,513.64,False
5511,9641,427.0,False
7457,4296,563.26,False
9487,7760,486.92,False
2475,5340,408.54,False
3257,2679,19.47,False
2819,9993,369.92,False
6959,3192,288.82,False
2601,5509,184.08,False
2601,8113,184.08,False
2601,9595,184.08,False
2601,3613,184.08,False
2601,5621,184.08,False
2601,6768,184.08,False
2601,8229,184.08,False
1364,1447,26.66,False
1568,6421,519.17,False
4834,6718,321.95,False
557,1558,411.57,False
582,7594,440.73,False
2357,5221,139.05,False
7479,88,412.48,False
2578,9950,425.5,False
1530,6110,596.83,False
7426,9762,445.98,False
4014,8579,20.11,False
4014,9811,20.11,False
4014,6642,20.11,False
4014,4136,20.11,False
4014,9191,20.11,False
4014,9614,20.11,False
4014,6855,20.11,False
4014,3490,20.11,False
3626,6780,116.3,False
3626,1359,116.3,False
3626,8498,116.3,False
3626,6520,116.3,False
3626,9825,116.3,False
3626,8649,116.3,False
3626,6416,116.3,False
3626,1053,116.3,False
1570,8552,589.03,False
6486,9976,535.4,False
4515,2306,472.75,False
7509,2180,469.7,False
2553,9145,513.78,False
8485,7022,462.51,False
2473,2711,420.2,False
2440,6609,464.04,False
3070,2338,25.76,False
3070,8696,25.76,False
3070,9995,25.76,False
3070,9925,25.76,False
3070,9900,25.76,False
3070,9879,25.76,False
3070,3194,25.76,False
3576,496,435.89,False
596,3405,446.47,False
9144,7154,8.77,False
9144,7461,8.77,False
9144,9994,8.77,False
9144,9822,8.77,False
9144,8458,8.77,False
9144,5278,8.77,False
9144,4783,8.77,False
9144,6005,8.77,False
9144,9754,8.77,False
9144,184,8.77,False
9144,6063,8.77,False
9144,8371,8.77,False
9144,1338,8.77,False
9144,189,8.77,False
9144,6238,8.77,False
9144,9903,8.77,False
9144,5414,8.77,False
9144,5415,8.77,False
9144,7914,8.77,False
9144,2858,8.77,False
9144,9806,8.77,False
5582,8909,595.72,False
1517,8014,595.33,False
3551,1920,471.82,False
3138,2422,15.08,False
3138,2595,15.08,False
3138,9935,15.08,False
3138,9890,15.08,False
3138,9917,15.08,False
3138,3933,15.08,False
3138,9096,15.08,False
5558,1844,490.51,False
4726,2118,172.91,False
4726,6397,172.91,False
4726,2853,172.91,False
4726,9766,172.91,False
4726,9853,172.91,False
4726,2320,172.91,False
4726,5204,172.91,False
4726,5458,172.91,False
4726,9792,172.91,False
6452,9883,509.14,False
8518,7431,450.55,False
2500,9155,552.64,False
5379,8178,79.01,False
1600,6089,100.59,False
1600,7652,100.59,False
1600,8799,100.59,False
1600,4586,100.59,False
1600,8608,100.59,False
1600,6418,100.59,False
3786,6264,146.25,False
3786,2655,146.25,False
3786,7058,146.25,False
3786,8983,146.25,False
3786,8543,146.25,False
3786,8510,146.25,False
3786,6755,146.25,False
3786,8725,146.25,False
7059,4481,16.97,False
7059,9788,16.97,False
7059,9467,16.97,False
7059,9951,16.97,False
7059,6851,16.97,False
7059,9160,16.97,False
7059,8833,16.97,False
7059,9922,16.97,False
7059,9988,16.97,False
