,Source,Target,Type,weight,book
103,Beric_Dondarrion,Robert_Baratheon,Undirected,5,1
104,Beric_Dondarrion,Sansa_Stark,Undirected,4,1
105,Beric_Dondarrion,Thoros_of_Myr,Undirected,5,1
106,Boros_Blount,Cersei_Lannister,Undirected,9,1
107,Boros_Blount,Joffrey_Baratheon,Undirected,3,1
108,Boros_Blount,Meryn_Trant,Undirected,5,1
109,Boros_Blount,Sansa_Stark,Undirected,6,1
110,Bowen_Marsh,Jeor_Mormont,Undirected,8,1
111,Bowen_Marsh,Jon_Snow,Undirected,10,1
112,Bowen_Marsh,Samwell_Tarly,Undirected,3,1
113,Bran_Stark,Catelyn_Stark,Undirected,18,1
114,Bran_Stark,Cersei_Lannister,Undirected,6,1
115,Bran_Stark,Eddard_Stark,Undirected,19,1
116,Bran_Stark,Hali,Undirected,3,1
117,Bran_Stark,Hallis_Mollen,Undirected,3,1
118,Bran_Stark,Hodor,Undirected,29,1
119,Bran_Stark,Hullen,Undirected,3,1
120,Bran_Stark,Jeor_Mormont,Undirected,4,1
121,Bran_Stark,Joffrey_Baratheon,Undirected,3,1
122,Bran_Stark,Jon_Arryn,Undirected,7,1
123,Bran_Stark,Jon_Snow,Undirected,56,1
124,Bran_Stark,Jory_Cassel,Undirected,11,1
125,Bran_Stark,Joseth,Undirected,4,1
126,Bran_Stark,Luwin,Undirected,65,1
127,Bran_Stark,Nan,Undirected,17,1
128,Bran_Stark,Osha,Undirected,12,1
129,Bran_Stark,Petyr_Baelish,Undirected,3,1
130,Bran_Stark,Renly_Baratheon,Undirected,3,1
131,Bran_Stark,Rickard_Karstark,Undirected,4,1
132,Bran_Stark,Rickard_Stark,Undirected,4,1
133,Bran_Stark,Rickon_Stark,Undirected,32,1
134,Bran_Stark,Robb_Stark,Undirected,112,1
135,Bran_Stark,Robert_Baratheon,Undirected,11,1
136,Bran_Stark,Rodrik_Cassel,Undirected,6,1
137,Bran_Stark,Sansa_Stark,Undirected,10,1
138,Bran_Stark,Stiv,Undirected,4,1
139,Bran_Stark,Theon_Greyjoy,Undirected,23,1
140,Bran_Stark,Tommen_Baratheon,Undirected,5,1
141,Bran_Stark,Tyrion_Lannister,Undirected,31,1
142,Bran_Stark,Yoren,Undirected,3,1
143,Brandon_Stark,Eddard_Stark,Undirected,11,1
144,Brandon_Stark,Lyanna_Stark,Undirected,4,1
145,Brandon_Stark,Petyr_Baelish,Undirected,14,1
146,Brandon_Stark,Rickard_Stark,Undirected,3,1
147,Brandon_Stark,Robert_Baratheon,Undirected,5,1
148,Bronn,Catelyn_Stark,Undirected,6,1
149,Bronn,Chiggen,Undirected,8,1
150,Bronn,Marillion,Undirected,4,1
151,Bronn,Rodrik_Cassel,Undirected,4,1
152,Bronn,Shae,Undirected,3,1
153,Bronn,Shagga,Undirected,3,1
154,Bronn,Tyrion_Lannister,Undirected,61,1
155,Bronn,Tywin_Lannister,Undirected,4,1
156,Bronn,Vardis_Egen,Undirected,11,1
157,Bronn,Willis_Wode,Undirected,5,1
158,Brynden_Tully,Catelyn_Stark,Undirected,16,1
159,Brynden_Tully,Edmure_Tully,Undirected,3,1
160,Brynden_Tully,Hoster_Tully,Undirected,5,1
161,Brynden_Tully,Jaime_Lannister,Undirected,7,1
162,Brynden_Tully,Lysa_Arryn,Undirected,10,1
163,Brynden_Tully,Nestor_Royce,Undirected,3,1
164,Brynden_Tully,Robb_Stark,Undirected,9,1
165,Brynden_Tully,Theon_Greyjoy,Undirected,6,1
166,Brynden_Tully,Tyrion_Lannister,Undirected,4,1
167,Brynden_Tully,Tywin_Lannister,Undirected,3,1
168,Brynden_Tully,Walder_Frey,Undirected,3,1
169,Catelyn_Stark,Cersei_Lannister,Undirected,12,1
170,Catelyn_Stark,Colemon,Undirected,3,1
171,Catelyn_Stark,Donnel_Waynwood,Undirected,3,1
172,Catelyn_Stark,Eddard_Stark,Undirected,64,1
173,Catelyn_Stark,Edmure_Tully,Undirected,7,1
174,Catelyn_Stark,Eon_Hunter,Undirected,3,1
175,Catelyn_Stark,Hallis_Mollen,Undirected,10,1
176,Catelyn_Stark,Hoster_Tully,Undirected,6,1
177,Catelyn_Stark,Jaime_Lannister,Undirected,9,1
178,Catelyn_Stark,Joffrey_Baratheon,Undirected,4,1
179,Catelyn_Stark,Jon_Arryn,Undirected,11,1
180,Catelyn_Stark,Jon_Snow,Undirected,14,1
181,Catelyn_Stark,Jon_Umber__Greatjon_,Undirected,4,1
182,Catelyn_Stark,Luwin,Undirected,14,1
183,Catelyn_Stark,Lysa_Arryn,Undirected,33,1
184,Catelyn_Stark,Marillion,Undirected,6,1
185,Catelyn_Stark,Masha_Heddle,Undirected,5,1
186,Catelyn_Stark,Moreo_Tumitis,Undirected,3,1
187,Catelyn_Stark,Mya_Stone,Undirected,9,1
188,Catelyn_Stark,Mychel_Redfort,Undirected,3,1
189,Catelyn_Stark,Nestor_Royce,Undirected,3,1
190,Catelyn_Stark,Petyr_Baelish,Undirected,22,1
191,Catelyn_Stark,Rickard_Karstark,Undirected,6,1
192,Catelyn_Stark,Rickon_Stark,Undirected,3,1
193,Catelyn_Stark,Robb_Stark,Undirected,49,1
194,Catelyn_Stark,Robert_Arryn,Undirected,3,1
195,Catelyn_Stark,Robert_Baratheon,Undirected,22,1
196,Catelyn_Stark,Rodrik_Cassel,Undirected,25,1
197,Catelyn_Stark,Sansa_Stark,Undirected,9,1
198,Catelyn_Stark,Stevron_Frey,Undirected,5,1
199,Catelyn_Stark,Theon_Greyjoy,Undirected,9,1
200,Catelyn_Stark,Tyrion_Lannister,Undirected,49,1
201,Catelyn_Stark,Tytos_Blackwood,Undirected,4,1
202,Catelyn_Stark,Tywin_Lannister,Undirected,7,1
203,Catelyn_Stark,Vardis_Egen,Undirected,5,1
204,Catelyn_Stark,Varys,Undirected,10,1
205,Catelyn_Stark,Walder_Frey,Undirected,13,1
206,Catelyn_Stark,Wendel_Manderly,Undirected,3,1
207,Catelyn_Stark,Willis_Wode,Undirected,5,1
208,Cayn,Eddard_Stark,Undirected,7,1
209,Cayn,Renly_Baratheon,Undirected,3,1
210,Cayn,Tomard,Undirected,6,1
211,Cersei_Lannister,Eddard_Stark,Undirected,69,1
212,Cersei_Lannister,Ilyn_Payne,Undirected,4,1
213,Cersei_Lannister,Jaime_Lannister,Undirected,16,1
214,Cersei_Lannister,Janos_Slynt,Undirected,4,1
215,Cersei_Lannister,Joffrey_Baratheon,Undirected,42,1
216,Cersei_Lannister,Jon_Arryn,Undirected,7,1
217,Cersei_Lannister,Jon_Snow,Undirected,4,1
218,Cersei_Lannister,Jory_Cassel,Undirected,5,1
219,Cersei_Lannister,Meryn_Trant,Undirected,4,1
220,Cersei_Lannister,Mordane,Undirected,3,1
221,Cersei_Lannister,Myrcella_Baratheon,Undirected,7,1
222,Cersei_Lannister,Petyr_Baelish,Undirected,13,1
223,Cersei_Lannister,Pycelle,Undirected,9,1
224,Cersei_Lannister,Renly_Baratheon,Undirected,5,1
225,Cersei_Lannister,Robert_Baratheon,Undirected,72,1
226,Cersei_Lannister,Sandor_Clegane,Undirected,5,1
227,Cersei_Lannister,Sansa_Stark,Undirected,29,1
228,Cersei_Lannister,Stannis_Baratheon,Undirected,5,1
229,Cersei_Lannister,Tommen_Baratheon,Undirected,4,1
230,Cersei_Lannister,Tyrion_Lannister,Undirected,27,1
231,Cersei_Lannister,Tywin_Lannister,Undirected,10,1
232,Cersei_Lannister,Varys,Undirected,19,1
233,Cersei_Lannister,Vayon_Poole,Undirected,4,1
234,Chella,Tyrion_Lannister,Undirected,5,1
235,Chett,Jon_Snow,Undirected,4,1
236,Chett,Samwell_Tarly,Undirected,6,1
237,Chiggen,Tyrion_Lannister,Undirected,5,1
238,Chiggen,Willis_Wode,Undirected,3,1
239,Clement_Piper,Karyl_Vance,Undirected,4,1
240,Cohollo,Daenerys_Targaryen,Undirected,7,1
241,Cohollo,Drogo,Undirected,9,1
242,Cohollo,Haggo,Undirected,7,1
243,Cohollo,Qotho,Undirected,6,1
244,Colemon,Vardis_Egen,Undirected,4,1
245,Conn,Coratt,Undirected,5,1
246,Conn,Shagga,Undirected,9,1
247,Conn,Tyrion_Lannister,Undirected,6,1
248,Daenerys_Targaryen,Doreah,Undirected,15,1
249,Daenerys_Targaryen,Drogo,Undirected,101,1
250,Daenerys_Targaryen,Eddard_Stark,Undirected,5,1
251,Daenerys_Targaryen,Eroeh,Undirected,5,1
252,Daenerys_Targaryen,Haggo,Undirected,12,1
253,Daenerys_Targaryen,Illyrio_Mopatis,Undirected,24,1
254,Daenerys_Targaryen,Irri,Undirected,25,1
255,Daenerys_Targaryen,Jhiqui,Undirected,26,1
256,Daenerys_Targaryen,Jhogo,Undirected,17,1
257,Daenerys_Targaryen,Jorah_Mormont,Undirected,75,1
258,Daenerys_Targaryen,Mirri_Maz_Duur,Undirected,31,1
259,Daenerys_Targaryen,Qotho,Undirected,18,1
260,Daenerys_Targaryen,Quaro,Undirected,5,1
261,Daenerys_Targaryen,Rakharo,Undirected,4,1
262,Daenerys_Targaryen,Rhaegar_Targaryen,Undirected,4,1
263,Daenerys_Targaryen,Robert_Baratheon,Undirected,11,1
264,Daenerys_Targaryen,Varys,Undirected,5,1
265,Daenerys_Targaryen,Viserys_Targaryen,Undirected,37,1
266,Danwell_Frey,Hosteen_Frey,Undirected,3,1
267,Danwell_Frey,Jared_Frey,Undirected,3,1
268,Danwell_Frey,Walder_Frey,Undirected,3,1
269,Dareon,Jon_Snow,Undirected,6,1
270,Daryn_Hornwood,Eddard_Stark,Undirected,3,1
271,Daryn_Hornwood,Torrhen_Karstark,Undirected,3,1
272,Desmond,Eddard_Stark,Undirected,4,1
273,Dolf,Shagga,Undirected,7,1
274,Donal_Noye,Jon_Snow,Undirected,7,1
275,Doreah,Drogo,Undirected,5,1
276,Doreah,Irri,Undirected,14,1
277,Doreah,Jhiqui,Undirected,11,1
278,Doreah,Jorah_Mormont,Undirected,3,1
279,Doreah,Viserys_Targaryen,Undirected,3,1
280,Drogo,Haggo,Undirected,9,1
281,Drogo,Illyrio_Mopatis,Undirected,16,1
282,Drogo,Irri,Undirected,9,1
283,Drogo,Jhiqui,Undirected,5,1
284,Drogo,Jhogo,Undirected,7,1
285,Drogo,Jommo,Undirected,3,1
286,Drogo,Jorah_Mormont,Undirected,16,1
287,Drogo,Mirri_Maz_Duur,Undirected,12,1
288,Drogo,Ogo,Undirected,11,1
289,Drogo,Qotho,Undirected,13,1
290,Drogo,Quaro,Undirected,3,1
291,Drogo,Rakharo,Undirected,4,1
292,Drogo,Rhaego,Undirected,5,1
293,Drogo,Robert_Baratheon,Undirected,3,1
294,Drogo,Viserys_Targaryen,Undirected,19,1
295,Dywen,Jon_Snow,Undirected,4,1
296,Eddard_Stark,Edmure_Tully,Undirected,3,1
297,Eddard_Stark,Galbart_Glover,Undirected,4,1
298,Eddard_Stark,Gendry,Undirected,3,1
299,Eddard_Stark,Gerold_Hightower,Undirected,3,1
300,Eddard_Stark,Gregor_Clegane,Undirected,10,1
301,Eddard_Stark,Harwin,Undirected,5,1
302,Eddard_Stark,High_Septon__fat_one_,Undirected,4,1
303,Eddard_Stark,Howland_Reed,Undirected,3,1
304,Eddard_Stark,Ilyn_Payne,Undirected,6,1
305,Eddard_Stark,Jacks,Undirected,4,1
306,Eddard_Stark,Jaime_Lannister,Undirected,27,1
307,Eddard_Stark,Janos_Slynt,Undirected,4,1
308,Eddard_Stark,Joffrey_Baratheon,Undirected,26,1
309,Eddard_Stark,Jon_Arryn,Undirected,47,1
310,Eddard_Stark,Jon_Snow,Undirected,38,1
311,Eddard_Stark,Jory_Cassel,Undirected,32,1
312,Eddard_Stark,Joss,Undirected,5,1
313,Eddard_Stark,Loras_Tyrell,Undirected,12,1
314,Eddard_Stark,Luwin,Undirected,16,1
315,Eddard_Stark,Lyanna_Stark,Undirected,19,1
316,Eddard_Stark,Lysa_Arryn,Undirected,12,1
317,Eddard_Stark,Marq_Piper,Undirected,3,1
318,Eddard_Stark,Mordane,Undirected,11,1
319,Eddard_Stark,Mycah,Undirected,3,1
320,Eddard_Stark,Petyr_Baelish,Undirected,81,1
321,Eddard_Stark,Porther,Undirected,4,1
322,Eddard_Stark,Pycelle,Undirected,33,1
323,Eddard_Stark,Raymun_Darry,Undirected,4,1
324,Eddard_Stark,Renly_Baratheon,Undirected,33,1
325,Eddard_Stark,Rhaegar_Targaryen,Undirected,10,1
326,Eddard_Stark,Rickard_Karstark,Undirected,4,1
327,Eddard_Stark,Rickon_Stark,Undirected,4,1
328,Eddard_Stark,Robb_Stark,Undirected,16,1
329,Eddard_Stark,Robert_Baratheon,Undirected,291,1
330,Eddard_Stark,Rodrik_Cassel,Undirected,7,1
331,Eddard_Stark,Sandor_Clegane,Undirected,10,1
332,Eddard_Stark,Sansa_Stark,Undirected,34,1
333,Eddard_Stark,Stannis_Baratheon,Undirected,18,1
334,Eddard_Stark,Syrio_Forel,Undirected,6,1
335,Eddard_Stark,Theon_Greyjoy,Undirected,5,1
336,Eddard_Stark,Tobho_Mott,Undirected,7,1
337,Eddard_Stark,Tomard,Undirected,15,1
338,Eddard_Stark,Torrhen_Karstark,Undirected,5,1
339,Eddard_Stark,Tregar,Undirected,4,1
340,Eddard_Stark,Tyrion_Lannister,Undirected,21,1
341,Eddard_Stark,Tywin_Lannister,Undirected,18,1
342,Eddard_Stark,Varly,Undirected,4,1
343,Eddard_Stark,Varys,Undirected,61,1
344,Eddard_Stark,Vayon_Poole,Undirected,12,1
345,Eddard_Stark,Wyl__guard_,Undirected,3,1
346,Eddard_Stark,Wylla,Undirected,3,1
347,Edmure_Tully,Hoster_Tully,Undirected,7,1
348,Edmure_Tully,Jaime_Lannister,Undirected,4,1
349,Edmure_Tully,Karyl_Vance,Undirected,4,1
350,Edmure_Tully,Lysa_Arryn,Undirected,5,1
351,Edmure_Tully,Marq_Piper,Undirected,3,1
352,Edmure_Tully,Petyr_Baelish,Undirected,4,1
353,Edmure_Tully,Robb_Stark,Undirected,5,1
354,Edmure_Tully,Tytos_Blackwood,Undirected,3,1
355,Eon_Hunter,Lysa_Arryn,Undirected,3,1
356,Eon_Hunter,Vardis_Egen,Undirected,3,1
357,Fogo,Ogo,Undirected,4,1
358,Galbart_Glover,Jaime_Lannister,Undirected,3,1
359,Galbart_Glover,Jon_Umber__Greatjon_,Undirected,4,1
360,Galbart_Glover,Rickard_Karstark,Undirected,4,1
361,Galbart_Glover,Robb_Stark,Undirected,5,1
362,Galbart_Glover,Roose_Bolton,Undirected,3,1
363,Gared,Jeor_Mormont,Undirected,4,1
364,Gared,Waymar_Royce,Undirected,13,1
365,Gared,Will__prologue_,Undirected,12,1
366,Gerold_Hightower,Oswell_Whent,Undirected,3,1
367,Gerold_Hightower,Robert_Baratheon,Undirected,4,1
368,Gregor_Clegane,Jaime_Lannister,Undirected,3,1
369,Gregor_Clegane,Loras_Tyrell,Undirected,10,1
370,Gregor_Clegane,Marq_Piper,Undirected,6,1
371,Gregor_Clegane,Petyr_Baelish,Undirected,3,1
372,Gregor_Clegane,Pycelle,Undirected,3,1
373,Gregor_Clegane,Robert_Baratheon,Undirected,4,1
374,Gregor_Clegane,Sandor_Clegane,Undirected,11,1
375,Gregor_Clegane,Sansa_Stark,Undirected,5,1
376,Gregor_Clegane,Tyrion_Lannister,Undirected,7,1
377,Gregor_Clegane,Tywin_Lannister,Undirected,6,1
378,Grenn,Halder,Undirected,6,1
379,Grenn,Jeor_Mormont,Undirected,3,1
380,Grenn,Jon_Snow,Undirected,31,1
381,Grenn,Pypar,Undirected,27,1
382,Grenn,Samwell_Tarly,Undirected,8,1
383,Grenn,Todder,Undirected,7,1
384,Gunthor_son_of_Gurn,Tyrion_Lannister,Undirected,7,1
385,Haggo,Mirri_Maz_Duur,Undirected,3,1
386,Haggo,Qotho,Undirected,11,1
387,Haggo,Rakharo,Undirected,3,1
388,Halder,Jon_Snow,Undirected,23,1
389,Halder,Pypar,Undirected,8,1
390,Halder,Rast,Undirected,3,1
391,Halder,Samwell_Tarly,Undirected,6,1
392,Halder,Todder,Undirected,3,1
393,Hallis_Mollen,Luwin,Undirected,4,1
394,Hallis_Mollen,Robb_Stark,Undirected,13,1
395,Hallis_Mollen,Theon_Greyjoy,Undirected,7,1
396,Harwin,Hullen,Undirected,3,1
397,Harwin,Jory_Cassel,Undirected,4,1
398,Harys_Swyft,Jaime_Lannister,Undirected,3,1
399,Heward,Jory_Cassel,Undirected,5,1
400,Heward,Wyl__guard_,Undirected,3,1
401,High_Septon__fat_one_,Joffrey_Baratheon,Undirected,4,1
402,Hobb,Jon_Snow,Undirected,5,1
403,Hodor,Luwin,Undirected,10,1
404,Hodor,Nan,Undirected,8,1
405,Hodor,Robb_Stark,Undirected,5,1
406,Hosteen_Frey,Jared_Frey,Undirected,3,1
407,Hoster_Tully,Lysa_Arryn,Undirected,3,1
408,Hoster_Tully,Robert_Baratheon,Undirected,3,1
409,Hugh,Jon_Arryn,Undirected,3,1
410,Hullen,Jory_Cassel,Undirected,5,1
411,Hullen,Luwin,Undirected,3,1
412,Hullen,Robb_Stark,Undirected,3,1
413,Hullen,Rodrik_Cassel,Undirected,3,1
414,Illyrio_Mopatis,Irri,Undirected,3,1
415,Illyrio_Mopatis,Jorah_Mormont,Undirected,7,1
416,Illyrio_Mopatis,Robert_Baratheon,Undirected,6,1
417,Illyrio_Mopatis,Viserys_Targaryen,Undirected,14,1
418,Ilyn_Payne,Jeyne_Poole,Undirected,3,1
419,Ilyn_Payne,Joffrey_Baratheon,Undirected,4,1
420,Ilyn_Payne,Loras_Tyrell,Undirected,3,1
421,Ilyn_Payne,Robert_Baratheon,Undirected,4,1
422,Ilyn_Payne,Sansa_Stark,Undirected,9,1
423,Ilyn_Payne,Varys,Undirected,5,1
424,Irri,Jhiqui,Undirected,14,1
425,Irri,Jhogo,Undirected,7,1
426,Irri,Jorah_Mormont,Undirected,4,1
427,Irri,Viserys_Targaryen,Undirected,5,1
428,Jafer_Flowers,Jaremy_Rykker,Undirected,3,1
429,Jaime_Lannister,Joffrey_Baratheon,Undirected,12,1
430,Jaime_Lannister,Jon_Arryn,Undirected,5,1
431,Jaime_Lannister,Jory_Cassel,Undirected,4,1
432,Jaime_Lannister,Kevan_Lannister,Undirected,4,1
433,Jaime_Lannister,Loras_Tyrell,Undirected,3,1
434,Jaime_Lannister,Lysa_Arryn,Undirected,6,1
435,Jaime_Lannister,Petyr_Baelish,Undirected,7,1
436,Jaime_Lannister,Renly_Baratheon,Undirected,4,1
437,Jaime_Lannister,Rickard_Karstark,Undirected,3,1
438,Jaime_Lannister,Robb_Stark,Undirected,9,1
439,Jaime_Lannister,Robert_Baratheon,Undirected,24,1
440,Jaime_Lannister,Rodrik_Cassel,Undirected,3,1
441,Jaime_Lannister,Sandor_Clegane,Undirected,12,1
442,Jaime_Lannister,Sansa_Stark,Undirected,3,1
443,Jaime_Lannister,Tyrion_Lannister,Undirected,36,1
444,Jaime_Lannister,Tywin_Lannister,Undirected,16,1
445,Jaime_Lannister,Varys,Undirected,3,1
446,Jaime_Lannister,Wyl__guard_,Undirected,3,1
447,Janos_Slynt,Joffrey_Baratheon,Undirected,4,1
448,Janos_Slynt,Petyr_Baelish,Undirected,3,1
449,Janos_Slynt,Pycelle,Undirected,3,1
450,Janos_Slynt,Robert_Baratheon,Undirected,4,1
451,Janos_Slynt,Sansa_Stark,Undirected,3,1
452,Jaremy_Rykker,Jeor_Mormont,Undirected,11,1
453,Jaremy_Rykker,Jon_Snow,Undirected,7,1
454,Jeor_Mormont,Jon_Snow,Undirected,81,1
455,Jeor_Mormont,Robert_Baratheon,Undirected,4,1
456,Jeor_Mormont,Samwell_Tarly,Undirected,8,1
457,Jeor_Mormont,Tyrion_Lannister,Undirected,23,1
458,Jeor_Mormont,Yoren,Undirected,3,1
459,Jeyne_Poole,Loras_Tyrell,Undirected,4,1
460,Jeyne_Poole,Mordane,Undirected,7,1
461,Jeyne_Poole,Robert_Baratheon,Undirected,3,1
462,Jeyne_Poole,Sansa_Stark,Undirected,27,1
463,Jhiqui,Jorah_Mormont,Undirected,4,1
464,Jhogo,Jorah_Mormont,Undirected,5,1
465,Jhogo,Mirri_Maz_Duur,Undirected,3,1
466,Joffrey_Baratheon,Jon_Snow,Undirected,10,1
467,Joffrey_Baratheon,Loras_Tyrell,Undirected,3,1
468,Joffrey_Baratheon,Meryn_Trant,Undirected,3,1
469,Joffrey_Baratheon,Mordane,Undirected,9,1
470,Joffrey_Baratheon,Mycah,Undirected,14,1
471,Joffrey_Baratheon,Myrcella_Baratheon,Undirected,5,1
472,Joffrey_Baratheon,Petyr_Baelish,Undirected,11,1
473,Joffrey_Baratheon,Pycelle,Undirected,4,1
474,Joffrey_Baratheon,Renly_Baratheon,Undirected,9,1
475,Joffrey_Baratheon,Robb_Stark,Undirected,19,1
476,Joffrey_Baratheon,Robert_Baratheon,Undirected,30,1
477,Joffrey_Baratheon,Rodrik_Cassel,Undirected,9,1
478,Joffrey_Baratheon,Sandor_Clegane,Undirected,24,1
479,Joffrey_Baratheon,Sansa_Stark,Undirected,87,1
480,Joffrey_Baratheon,Stannis_Baratheon,Undirected,7,1
481,Joffrey_Baratheon,Tommen_Baratheon,Undirected,8,1
482,Joffrey_Baratheon,Tyrion_Lannister,Undirected,13,1
483,Joffrey_Baratheon,Tywin_Lannister,Undirected,3,1
484,Joffrey_Baratheon,Varys,Undirected,7,1
485,Jommo,Ogo,Undirected,3,1
486,Jon_Arryn,Lysa_Arryn,Undirected,12,1
487,Jon_Arryn,Petyr_Baelish,Undirected,4,1
488,Jon_Arryn,Pycelle,Undirected,11,1
489,Jon_Arryn,Robert_Baratheon,Undirected,32,1
